param,gc10k
9.5367431640625e-07,13.6328125
0.010293245315551758,66.89453125
0.020806312561035156,80.53515625
0.030170202255249023,86.63671875
0.03958606719970703,89.99609375
0.04873919486999512,92.94921875
0.058126211166381836,100.421875
0.06945633888244629,102.734375
0.07964611053466797,103.359375
0.08898496627807617,105.53125
0.09860777854919434,107.17578125
0.10794472694396973,107.953125
0.11729168891906738,108.80078125
0.12666893005371094,111.3671875
0.13600707054138184,111.8203125
0.145127534866333,114.69921875
0.15419960021972656,115.6953125
0.16355562210083008,118.0390625
0.17371439933776855,120.6953125
0.18374991416931152,123.62890625
0.19305825233459473,123.640625
0.20233678817749023,124.0703125
0.2115480899810791,126.40234375
0.2207334041595459,134.41796875
0.2311868667602539,181.33203125
0.2415924072265625,233.42578125
0.2520017623901367,293.42578125
0.2605273723602295,317.55078125
0.2694864273071289,371.55078125
0.2787139415740967,393.65625
0.28812742233276367,489.65625
0.297229528427124,489.65625
0.30691003799438477,489.7890625
0.3184940814971924,498.6953125
0.32692980766296387,506.35546875
0.335036039352417,511.64453125
0.3430976867675781,516.80078125
0.35115814208984375,523.57421875
0.3593027591705322,530.34765625
0.3715243339538574,540.60546875
0.3927757740020752,567.2265625
0.40169596672058105,567.2265625
0.41013002395629883,567.484375
0.41821765899658203,568.0
0.4262692928314209,568.2578125
0.43738269805908203,568.2578125
0.45139384269714355,570.2578125
0.46378183364868164,570.2578125
0.4731006622314453,570.2578125
0.481778621673584,570.2578125
0.4931206703186035,570.2578125
0.5042800903320312,586.546875
0.5133070945739746,600.546875
0.5221316814422607,612.546875
0.5309667587280273,626.546875
0.5396788120269775,640.546875
0.5482902526855469,654.63671875
0.5566883087158203,666.63671875
0.5687379837036133,682.63671875
0.5802562236785889,690.2109375
0.6013574600219727,716.7890625
0.60964035987854,728.7890625
0.6177196502685547,742.7890625
0.6255838871002197,754.7890625
0.6335976123809814,766.7890625
0.6414222717285156,778.7890625
0.6491448879241943,790.7890625
0.6580698490142822,804.7890625
0.6662540435791016,816.7890625
0.6741793155670166,828.7890625
0.6821184158325195,842.7890625
0.6906871795654297,854.7890625
0.6997056007385254,868.7890625
0.7088556289672852,882.7890625
0.7253482341766357,920.95703125
0.7396328449249268,988.8515625
0.7514801025390625,1035.02734375
0.7631814479827881,1056.0078125
0.7777447700500488,1070.0078125
0.7874600887298584,1082.0078125
0.7961642742156982,1096.0078125
0.8050675392150879,1110.0078125
0.8139133453369141,1124.0078125
0.8227300643920898,1136.0078125
0.8317661285400391,1148.0078125
0.8414738178253174,1150.11328125
0.8505961894989014,1150.55859375
0.8597245216369629,1152.55859375
0.8696789741516113,1154.81640625
0.8809537887573242,1156.81640625
0.8902692794799805,1156.87109375
0.8998012542724609,1159.03515625
0.9091901779174805,1163.03515625
0.9184107780456543,1165.03515625
0.9279446601867676,1167.8046875
0.9372446537017822,1170.3203125
0.9465456008911133,1174.8359375
0.9557204246520996,1177.09375
0.9649772644042969,1181.609375
0.9742000102996826,1184.125
0.9834578037261963,1188.3828125
0.993013858795166,1190.640625
1.0023448467254639,1194.640625
1.0122020244598389,1198.8984375
1.0212981700897217,1200.8984375
1.030287265777588,1205.671875
1.0392343997955322,1207.671875
1.048034429550171,1209.9296875
1.0580668449401855,1215.734375
1.067570686340332,1219.734375
1.0766770839691162,1223.0234375
1.0859742164611816,1229.34375
1.0961189270019531,1233.6015625
1.1062116622924805,1237.6015625
1.1152896881103516,1239.6015625
1.1254024505615234,1243.83984375
1.135404109954834,1247.83984375
1.1452991962432861,1249.83984375
1.1551406383514404,1253.83984375
1.1650490760803223,1257.83984375
1.175239086151123,1259.83984375
1.185124397277832,1262.40234375
1.1942973136901855,1266.45703125
1.2028863430023193,1270.45703125
1.2114989757537842,1274.45703125
1.2202351093292236,1279.74609375
1.229095697402954,1283.74609375
1.2377395629882812,1288.26171875
1.246194839477539,1334.484375
1.2544574737548828,1391.87109375
1.2625994682312012,1391.87109375
1.2703866958618164,1391.87109375
1.2781035900115967,1391.87109375
1.2879440784454346,1391.87109375
1.2975773811340332,1391.87109375
1.307420253753662,1391.87109375
1.3168160915374756,1391.87109375
1.3246536254882812,1391.87109375
1.3326084613800049,1391.87109375
1.3405070304870605,1391.87109375
1.3481495380401611,1391.87109375
1.3577933311462402,1391.87109375
1.3672027587890625,1391.87109375
1.3749725818634033,1391.87109375
1.382692813873291,1391.87109375
1.3904497623443604,1391.87109375
1.398087978363037,1391.87109375
1.4061541557312012,1392.12890625
1.413865089416504,1392.12890625
1.4215443134307861,1392.12890625
1.4297313690185547,1392.12890625
1.437798261642456,1392.12890625
1.4455320835113525,1392.12890625
1.4534082412719727,1392.12890625
1.4614176750183105,1392.12890625
1.4693286418914795,1392.12890625
1.4771003723144531,1392.12890625
1.4850280284881592,1392.12890625
1.4929535388946533,1392.12890625
1.5007236003875732,1392.12890625
1.508500099182129,1392.12890625
1.5162456035614014,1392.12890625
1.5239899158477783,1392.12890625
1.5320143699645996,1392.12890625
1.54022216796875,1392.12890625
1.5482456684112549,1392.12890625
1.5559720993041992,1392.12890625
1.5637261867523193,1392.12890625
1.5715281963348389,1392.12890625
1.5791418552398682,1392.12890625
1.586911916732788,578.2578125
1.6086983680725098,578.2578125
1.6179862022399902,578.51171875
1.6272363662719727,578.60546875
1.6366631984710693,578.86328125
1.6497766971588135,579.03515625
1.6614747047424316,579.16796875
1.6727852821350098,579.68359375
1.6838808059692383,579.7265625
1.6956870555877686,580.0078125
1.7078311443328857,580.51953125
1.7198808193206787,580.77734375
1.7312421798706055,581.28125
1.7423243522644043,581.5390625
1.7536704540252686,582.0546875
1.7654902935028076,586.16015625
1.7745697498321533,595.24609375
1.7845852375030518,596.01953125
1.7934479713439941,596.27734375
1.802255392074585,596.53515625
1.811002254486084,596.79296875
1.8196463584899902,597.05078125
1.829460859298706,597.30859375
1.8379089832305908,597.56640625
1.8461518287658691,597.82421875
1.8542170524597168,598.08203125
1.8625333309173584,598.33984375
1.8712434768676758,598.33984375
1.8796734809875488,598.59765625
1.8881208896636963,598.59765625
1.8962328433990479,598.59765625
1.9048070907592773,598.59765625
1.9132180213928223,598.59765625
1.9213924407958984,598.59765625
1.929480791091919,598.59765625
1.9375841617584229,598.59765625
1.9455246925354004,598.59765625
1.953606367111206,598.59765625
1.961735725402832,598.59765625
1.9704196453094482,598.59765625
1.978623867034912,598.59765625
1.987032413482666,598.59765625
1.9953484535217285,598.59765625
2.003756523132324,598.59765625
2.0132505893707275,550.12890625
2.030416250228882,546.70703125
2.038947820663452,546.70703125
2.047053337097168,547.21875
2.056234359741211,547.4765625
2.0669193267822266,547.734375
2.0786728858947754,550.99609375
2.0885937213897705,556.02734375
2.0994155406951904,562.54296875
2.1089842319488525,562.54296875
2.118569850921631,562.54296875
2.1283624172210693,563.83203125
2.1384267807006836,563.83203125
2.1480002403259277,563.83203125
2.1575546264648438,563.83203125
2.167003870010376,563.83203125
2.176530599594116,563.83203125
2.186206340789795,563.83203125
2.1959991455078125,563.83203125
2.2057206630706787,563.83203125
2.2151436805725098,564.08984375
2.2244532108306885,564.08984375
2.233978509902954,564.08984375
2.2432479858398438,564.08984375
2.252443790435791,564.08984375
2.2618167400360107,564.08984375
2.271040916442871,564.08984375
2.2825734615325928,512.234375
2.293968677520752,512.234375
2.3151016235351562,512.8671875
2.328099250793457,512.8671875
2.337301015853882,514.15625
2.345792770385742,514.15625
2.355341672897339,517.09375
2.3636040687561035,519.09375
2.3737802505493164,524.375
2.3834388256073,524.375
2.391803741455078,524.375
2.4017174243927,524.375
2.4109535217285156,524.375
2.420431137084961,524.375
2.42966365814209,524.375
2.4380369186401367,524.375
2.4462006092071533,524.375
2.454209566116333,524.375
2.4622671604156494,524.375
2.470553398132324,524.375
2.478611469268799,524.375
2.486480236053467,524.375
2.494455337524414,524.375
2.5027005672454834,524.375
2.511261463165283,524.375
2.5195631980895996,524.375
2.5277061462402344,524.375
2.5371506214141846,469.22265625
2.5465056896209717,469.22265625
2.556094169616699,469.22265625
2.5659775733947754,469.22265625
2.575256586074829,469.22265625
2.5866339206695557,469.22265625
2.5953378677368164,469.22265625
2.6037240028381348,469.22265625
2.612389326095581,469.22265625
2.6204910278320312,469.22265625
2.628661632537842,469.22265625
2.636749267578125,469.22265625
2.644587516784668,469.22265625
2.6523959636688232,469.22265625
2.660637140274048,469.22265625
2.6687848567962646,469.22265625
2.6786017417907715,469.22265625
2.687664031982422,469.22265625
2.695627450942993,469.22265625
2.703580617904663,469.22265625
2.7122673988342285,469.22265625
2.722153425216675,469.22265625
2.731703281402588,428.36328125
2.7438771724700928,428.36328125
2.7539312839508057,428.36328125
2.761925458908081,428.36328125
2.7714946269989014,428.36328125
2.780477523803711,428.36328125
2.7884085178375244,428.36328125
2.796293020248413,428.36328125
2.8042290210723877,428.36328125
2.812535285949707,428.36328125
2.8209609985351562,428.36328125
2.829007625579834,428.36328125
2.8385214805603027,428.36328125
2.8479561805725098,428.36328125
2.8560516834259033,428.36328125
2.865931749343872,428.36328125
2.875459671020508,428.36328125
2.8835442066192627,428.36328125
2.8914668560028076,428.36328125
2.899360418319702,428.36328125
2.9080240726470947,387.50390625
2.9232687950134277,387.50390625
2.932866096496582,387.50390625
2.9409470558166504,387.50390625
2.950821876525879,387.50390625
2.9604835510253906,387.50390625
2.968508005142212,387.50390625
2.976548194885254,387.50390625
2.9844508171081543,387.50390625
2.992774248123169,387.50390625
3.0009424686431885,387.50390625
3.0109665393829346,387.50390625
3.02042818069458,387.50390625
3.0285935401916504,387.50390625
3.0367398262023926,387.50390625
3.044679641723633,387.50390625
3.0528907775878906,387.50390625
3.0624067783355713,346.64453125
3.072023391723633,346.64453125
3.0801873207092285,346.64453125
3.0881130695343018,346.64453125
3.0964231491088867,346.64453125
3.1045656204223633,346.64453125
3.1124250888824463,346.64453125
3.1209261417388916,346.64453125
3.129380941390991,346.64453125
3.137622356414795,346.64453125
3.1458916664123535,346.64453125
3.1556835174560547,346.64453125
3.1647188663482666,346.64453125
3.172640562057495,346.64453125
3.1807243824005127,346.64453125
3.1907308101654053,301.69921875
3.199265241622925,301.69921875
3.207169771194458,301.69921875
3.2169740200042725,301.69921875
3.226656675338745,301.69921875
3.234978199005127,301.69921875
3.2448556423187256,301.69921875
3.2541370391845703,301.69921875
3.262223958969116,301.69921875
3.2700672149658203,301.69921875
3.2798333168029785,301.69921875
3.289435386657715,260.83984375
3.2982850074768066,260.83984375
3.3083572387695312,260.83984375
3.317955493927002,260.83984375
3.328091621398926,260.83984375
3.3375842571258545,260.83984375
3.345701217651367,260.83984375
3.3537137508392334,260.83984375
3.361605167388916,260.83984375
3.3714370727539062,219.98046875
3.3812289237976074,219.98046875
3.389476776123047,219.98046875